                 Estimate   Std. Error
z2          -4.834945e+00 4.497038e+00
z2          -5.226557e-01 5.559973e+00
z2           8.363526e+00 4.660767e+00
z2           7.988680e-01 5.157743e+00
z2           2.429031e+00 5.411761e+00
z2          -1.483903e+01 4.439825e+00
z2           9.254127e+00 5.306115e+00
z2           3.886131e+00 4.987172e+00
z2           5.720812e+00 5.456244e+00
z2          -3.992376e+00 4.925942e+00
z2          -5.306842e+00 4.595160e+00
z2          -1.906251e+00 4.505512e+00
z2           2.364358e+00 4.765678e+00
z2          -7.133418e+00 5.188415e+00
z2          -2.993226e+00 4.784056e+00
z2           6.976441e+00 5.633846e+00
z2          -2.610268e-01 4.870701e+00
z2          -4.921690e+00 4.110285e+00
z2           5.328726e-01 5.089635e+00
z2           6.617492e-01 4.651071e+00
z2           4.267064e+00 5.531196e+00
z2          -5.331019e+00 4.718334e+00
z2          -1.644118e+00 4.513036e+00
z2           2.128790e+00 4.914575e+00
z2           1.854354e+01 4.766113e+00
z2           5.959387e-01 4.874275e+00
z2           8.401851e-01 6.139752e+00
z2           2.238185e+00 4.760428e+00
z2           3.459569e+00 5.363560e+00
z2           5.651931e+00 4.781554e+00
z2           1.723147e+00 4.708141e+00
z2          -1.212700e+00 4.973922e+00
z2          -5.428215e+00 4.717797e+00
z2           7.604855e-01 4.887002e+00
z2           1.934413e+00 5.549071e+00
z2           2.605908e+00 5.028726e+00
z2          -2.518355e+00 5.620362e+00
z2          -3.897925e+00 4.876756e+00
z2          -3.935855e+00 5.003108e+00
z2           1.368992e+00 4.484711e+00
z2           9.594084e+00 5.249406e+00
z2          -9.930961e-01 5.224323e+00
z2           3.184337e+00 5.270809e+00
z2          -7.539275e-01 4.765454e+00
z2           1.831723e+00 4.486781e+00
z2           5.817260e+00 5.280820e+00
z2           4.044989e+00 5.894636e+00
z2           6.306150e-01 4.724135e+00
z2          -4.804715e-01 5.066397e+00
z2          -8.092010e+00 4.864401e+00
z2           4.637145e+00 5.479361e+00
z2           1.509689e-01 5.462955e+00
z2           4.796173e+00 5.651121e+00
z2           8.225477e+00 4.962534e+00
z2           8.252001e+00 5.645463e+00
z2           9.086489e-01 5.089725e+00
z2           8.128966e+00 5.704322e+00
z2           8.925592e+00 6.238928e+00
z2           3.954059e+00 5.203116e+00
z2          -4.792705e+00 5.132206e+00
z2          -7.675659e-02 1.159153e+00
z2           9.841921e-01 4.935920e+00
z2           1.537004e+00 5.049323e+00
z2          -3.477100e+00 5.402888e+00
z2           4.308141e+00 4.802952e+00
z2           3.507205e+00 5.368571e+00
z2           1.636940e+01 5.007247e+00
z2           7.065864e+00 5.542819e+00
z2           5.009178e+00 4.661391e+00
z2           2.587743e+00 4.804127e+00
z2           1.291679e+01 5.506696e+00
z2           6.589634e+00 5.311848e+00
z2           8.774520e-01 5.163004e+00
z2           4.810088e+00 5.447230e+00
z2          -2.891284e+00 5.794026e+00
z2          -7.796217e+00 5.347224e+00
z2           2.429949e+00 5.391821e+00
z2          -3.148020e+00 5.084444e+00
z2           6.402049e+00 5.419329e+00
z2           2.791610e+00 5.398947e+00
z2          -4.099787e-01 5.026698e+00
z2           2.521732e-01 4.683098e+00
gamma        5.840728e+00 2.988952e+00
psi          4.919462e-01 7.507428e-02
L0           3.953994e+01 3.509156e+00
L0           3.914554e+01 4.173240e+00
Linf         1.971758e+02 1.162292e+01
Linf         1.627593e+02 7.569945e+00
amean        1.934359e-01 1.393157e-02
amean        2.329183e-01 2.002986e-02
bmean        9.810328e-04 1.239045e-04
bmean        1.431060e-03 1.843078e-04
sd_bdev      1.000000e-02 0.000000e+00
sd_bdev      1.000000e-02 0.000000e+00
sd_obs       4.678788e-02 3.307155e-03
sd_z         1.785830e+01 9.004657e+00
sd_ydev      1.000000e-02 0.000000e+00
