                 Estimate   Std. Error
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
b_indiv      4.727477e-13          NaN
b_indiv      8.367700e-10 2.746496e-07
b_indiv      8.367700e-10 2.746496e-07
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
ln_bdev      0.000000e+00 0.000000e+00
sd_z1        2.783717e-02          NaN
sd_z1        2.393600e-02          NaN
sd_z1        2.884270e-02          NaN
sd_z1        2.273716e-02 5.361080e-06
sd_z1        2.493940e-02 5.520733e-06
sd_z1        1.889332e-02          NaN
sd_z1        2.395687e-02          NaN
sd_z1        3.069137e-02 5.445323e-06
sd_z1        2.295512e-02          NaN
sd_z1        2.295600e-02 5.381156e-06
sd_z1        3.533909e-02          NaN
sd_z1        2.711031e-02 5.580609e-06
sd_z1        2.601868e-02 5.563132e-06
sd_z1        3.415935e-02          NaN
sd_z1        3.224711e-02          NaN
sd_z1        2.620913e-02          NaN
sd_z1        3.414471e-02          NaN
sd_z1        3.093358e-02          NaN
sd_z1        3.094974e-02          NaN
sd_z1        3.305985e-02 5.180014e-06
sd_z1        3.138284e-02          NaN
sd_z1        3.059230e-02          NaN
sd_z1        2.886002e-02          NaN
sd_z1        3.230907e-02          NaN
sd_z1        4.081579e-02 3.183587e-06
sd_z1        2.284684e-02 5.371255e-06
sd_z1        2.395687e-02          NaN
sd_z1        1.907765e-02          NaN
sd_z1        2.280303e-02 5.367218e-06
sd_z1        2.507838e-02          NaN
sd_z1        2.515896e-02 5.531332e-06
sd_z1        2.505844e-02          NaN
sd_z1        2.794579e-02 5.576058e-06
sd_z1        2.513908e-02 5.530413e-06
sd_z1        2.499852e-02          NaN
sd_z1        2.505940e-02 5.526649e-06
sd_z1        2.799941e-02 5.575222e-06
sd_z1        2.699840e-02          NaN
sd_z1        2.167820e-02          NaN
sd_z1        2.503848e-02          NaN
sd_z1        2.395687e-02          NaN
sd_z1        2.284596e-02          NaN
sd_z1        2.391510e-02          NaN
sd_z1        2.408268e-02 5.469985e-06
sd_z1        1.905216e-02 4.895129e-06
sd_z1        2.493845e-02          NaN
sd_z1        2.278022e-02          NaN
sd_z1        2.699840e-02          NaN
sd_z1        2.603689e-02          NaN
sd_z1        2.884270e-02          NaN
sd_z1        3.144650e-02          NaN
sd_z1        2.976398e-02          NaN
sd_z1        3.749444e-02          NaN
sd_z1        3.885641e-02          NaN
sd_z1        3.146240e-02          NaN
sd_z1        2.275826e-02          NaN
sd_z1        3.059347e-02 5.453161e-06
sd_z1        2.601768e-02          NaN
sd_z1        2.603789e-02 5.563664e-06
sd_z1        2.796260e-02          NaN
sd_z1        1.769076e-02          NaN
sd_z1        2.395779e-02 5.461358e-06
sd_z1        1.905216e-02 4.895129e-06
sd_z1        2.393692e-02 5.459886e-06
sd_z1        2.886113e-02 5.552604e-06
sd_z1        2.603789e-02 5.563664e-06
sd_z1        2.499852e-02          NaN
sd_z1        2.601868e-02 5.563132e-06
sd_z1        2.280303e-02 5.367218e-06
sd_z1        1.449052e-02          NaN
sd_z1        2.499947e-02 5.523732e-06
sd_z1        2.887734e-02          NaN
sd_z1        2.601768e-02          NaN
sd_z1        2.165512e-02          NaN
sd_z1        2.699840e-02          NaN
sd_z1        2.389510e-02 5.456912e-06
sd_z1        2.497947e-02 5.522741e-06
sd_z1        2.282495e-02 5.369242e-06
sd_z1        2.393600e-02          NaN
sd_z1        2.032198e-02 5.081851e-06
sd_z1        2.696237e-02 5.579776e-06
sd_z1        2.792789e-02 5.576322e-06
sd_z1        1.771968e-02 4.672004e-06
sd_z1        2.886002e-02          NaN
sd_z1        2.037112e-02 5.088546e-06
sd_z1        2.789206e-02 5.576829e-06
sd_z1        2.601768e-02          NaN
sd_z1        2.976398e-02          NaN
sd_z1        3.060864e-02          NaN
sd_z1        2.794472e-02          NaN
sd_z1        3.459695e-02 4.926751e-06
sd_z1        2.160890e-02          NaN
sd_z1        2.696237e-02 5.579776e-06
sd_z1        1.907839e-02 4.899247e-06
sd_z1        2.389510e-02 5.456912e-06
sd_z1        2.391602e-02 5.458404e-06
sd_z1        2.697987e-02          NaN
sd_z1        2.165512e-02          NaN
sd_z1        2.698091e-02 5.579907e-06
sd_z1        2.163285e-02 5.246268e-06
sd_z1        2.275914e-02 5.363137e-06
sd_z1        2.177109e-02 5.261853e-06
sd_z1        2.156341e-02 5.238310e-06
sd_z1        2.278109e-02 5.365183e-06
sd_z1        2.395779e-02 5.461358e-06
sd_z1        2.391510e-02          NaN
sd_z1        2.796367e-02 5.575787e-06
sd_z1        2.601768e-02          NaN
sd_z1        2.796260e-02          NaN
sd_z1        3.535459e-02 4.777323e-06
sd_z1        2.886002e-02          NaN
sd_z1        2.886002e-02          NaN
sd_z1        3.609495e-02          NaN
sd_z1        3.144650e-02          NaN
sd_z1        2.886002e-02          NaN
sd_z1        2.603789e-02 5.563664e-06
sd_z1        2.044462e-02 5.098483e-06
sd_z1        2.034656e-02 5.085206e-06
sd_z1        1.766315e-02 4.661952e-06
sd_z1        2.044383e-02          NaN
sd_z1        2.499947e-02 5.523732e-06
sd_z1        2.280303e-02 5.367218e-06
sd_z1        2.410344e-02 5.471388e-06
sd_z1        1.926096e-02 4.927616e-06
sd_z1        2.170208e-02 5.254116e-06
sd_z1        2.694382e-02 5.579637e-06
sd_z1        2.284684e-02 5.371255e-06
sd_z1        2.289057e-02 5.375248e-06
sd_z1        2.974832e-02 5.510861e-06
sd_z1        2.501947e-02 5.524713e-06
sd_z1        2.165595e-02 5.248896e-06
sd_z1        2.501947e-02 5.524713e-06
sd_z1        2.699943e-02 5.580030e-06
sd_z1        2.275826e-02          NaN
sd_z1        2.692526e-02 5.579491e-06
sd_z1        2.877328e-02          NaN
sd_z1        3.138284e-02          NaN
sd_z1        2.034656e-02 5.085206e-06
sd_z1        2.032198e-02 5.081851e-06
sd_z1        2.269314e-02 5.356934e-06
sd_z1        2.694382e-02 5.579637e-06
sd_z1        2.707236e-02          NaN
sd_z1        2.798047e-02          NaN
sd_z1        2.875590e-02          NaN
sd_z1        3.060864e-02          NaN
sd_z1        1.886684e-02          NaN
sd_z1        3.136811e-02 5.384472e-06
sd_z1        2.397865e-02 5.462821e-06
sd_z1        2.887734e-02          NaN
sd_z1        2.792682e-02          NaN
sd_z1        1.596777e-02          NaN
sd_z1        2.385230e-02          NaN
sd_z1        2.877328e-02          NaN
sd_z1        2.609443e-02          NaN
sd_z1        2.692526e-02 5.579491e-06
sd_z1        2.487823e-02          NaN
sd_z1        2.397773e-02          NaN
sd_z1        2.798047e-02          NaN
sd_z1        3.230907e-02          NaN
sd_z1        3.065760e-02          NaN
sd_z1        2.039487e-02          NaN
sd_z1        2.174727e-02          NaN
sd_z1        2.154021e-02 5.235632e-06
sd_z1        3.055960e-02          NaN
sd_z1        2.177025e-02          NaN
sd_z1        2.389510e-02 5.456912e-06
sd_z1        2.282407e-02          NaN
sd_z1        2.599945e-02 5.562592e-06
sd_z1        2.278109e-02 5.365183e-06
sd_z1        2.493845e-02          NaN
sd_z1        2.165512e-02          NaN
sd_z1        1.899887e-02          NaN
sd_z1        2.698091e-02 5.579907e-06
sd_z1        1.897327e-02 4.882676e-06
sd_z1        1.603027e-02          NaN
sd_z1        2.391602e-02 5.458404e-06
sd_z1        2.599945e-02 5.562592e-06
sd_z1        2.163285e-02 5.246268e-06
sd_z1        2.487823e-02          NaN
sd_z1        2.273716e-02 5.361080e-06
sd_z1        2.968102e-02 5.514697e-06
sd_z1        2.280303e-02 5.367218e-06
sd_z1        2.022333e-02 5.068290e-06
sd_z1        1.757803e-02 4.646727e-06
sd_z1        2.151698e-02 5.232942e-06
sd_z1        1.899960e-02 4.886844e-06
sd_z1        2.271516e-02 5.359013e-06
sd_z1        2.688809e-02 5.579174e-06
sd_z1        1.894617e-02          NaN
sd_z1        2.151698e-02 5.232942e-06
sd_z1        1.435240e-02 3.997044e-06
sd_z1        2.487919e-02 5.517653e-06
sd_z1        2.269314e-02 5.356934e-06
sd_z1        2.381035e-02          NaN
sd_z1        2.592242e-02 5.560350e-06
sd_z1        2.685088e-02 5.578827e-06
sd_z1        2.397865e-02 5.462821e-06
sd_z1        2.278022e-02          NaN
sd_z1        1.915611e-02          NaN
sd_z1        2.061510e-02 5.121179e-06
sd_z1        1.910457e-02 4.903349e-06
sd_z1        2.397773e-02          NaN
sd_z1        2.165512e-02          NaN
sd_z1        2.699943e-02 5.580030e-06
sd_z1        2.163285e-02 5.246268e-06
sd_z1        1.902590e-02 4.890995e-06
sd_z1        2.501947e-02 5.524713e-06
sd_z1        2.696237e-02 5.579776e-06
sd_z1        2.156341e-02 5.238310e-06
sd_z1        2.278022e-02          NaN
sd_z1        1.905143e-02          NaN
sd_z1        2.177109e-02 5.261853e-06
sd_z1        1.910457e-02 4.903349e-06
sd_z1        2.794579e-02 5.576058e-06
sd_z1        2.701794e-02 5.580146e-06
sd_z1        2.794579e-02 5.576058e-06
sd_z1        2.709082e-02          NaN
sd_z1        2.408268e-02 5.469985e-06
sd_z1        2.596096e-02 5.561488e-06
sd_z1        2.156341e-02 5.238310e-06
sd_z1        2.051707e-02          NaN
sd_z1        2.699943e-02 5.580030e-06
sd_z1        2.156341e-02 5.238310e-06
sd_z1        2.170125e-02          NaN
sd_z1        2.393600e-02          NaN
sd_z1        2.170125e-02          NaN
sd_z1        2.395779e-02 5.461358e-06
sd_z1        1.615454e-02          NaN
sd_z1        2.163285e-02 5.246268e-06
sd_z1        1.907839e-02 4.899247e-06
sd_z1        2.976512e-02 5.509886e-06
sd_z1        2.154021e-02 5.235632e-06
sd_z1        2.029658e-02          NaN
sd_z1        1.894690e-02 4.878492e-06
sd_z1        2.491839e-02          NaN
sd_z1        1.899960e-02 4.886844e-06
sd_z1        2.282495e-02 5.369242e-06
sd_z1        2.501947e-02 5.524713e-06
sd_z1        1.757803e-02 4.646727e-06
sd_z1        2.046906e-02 5.101767e-06
sd_z1        2.044462e-02 5.098483e-06
sd_z1        2.404113e-02 5.467149e-06
sd_z1        1.769076e-02          NaN
sd_z1        2.039565e-02 5.091872e-06
sd_z1        2.493940e-02 5.520733e-06
sd_z1        2.275826e-02          NaN
sd_z1        2.172427e-02          NaN
sd_z1        2.397865e-02 5.462821e-06
sd_z1        2.174727e-02          NaN
sd_z1        2.395779e-02 5.461358e-06
sd_z1        1.449108e-02 4.027703e-06
sd_z1        2.803510e-02 5.574629e-06
sd_z1        1.905216e-02 4.895129e-06
sd_z1        2.280215e-02          NaN
sd_z1        1.910384e-02          NaN
